sessions_frequency,duration,total_traffic,clusters,score,msisdn
1.0,186444.0,720766230.0,0,1.6359300063882897e-05,33601070392.0
1.0,12842.0,692598460.0,0,0.00025649224127024704,33601070798.0
1.0,86399.0,115294379.0,2,0.0004743432282754845,33601071144.0
1.0,32737.0,373706286.0,0,0.00018743312843158647,33601072539.0
2.0,193473.0,1175215072.0,0,0.00011040627264792934,33601072619.0
2.0,205741.0,1025204491.0,0,7.435112259180735e-05,33601073097.0
2.0,71777.0,877844226.0,0,0.00019326893355480176,33601073415.0
1.0,231213.0,798276154.0,0,1.4606349729332818e-05,33601074590.0
1.0,138402.0,617566567.0,0,5.0925379498891735e-05,33601075900.0
1.0,86399.0,553411163.0,0,0.00011891319851378087,33601076841.0
2.0,52765.0,1120386688.0,0,0.00022793866238220034,33601082181.0
1.0,61840.0,101868586.0,2,0.00033202253916090707,33601083661.0
1.0,205474.0,675056386.0,0,2.934647790397825e-05,33601084919.0
2.0,107959.0,1511483348.0,0,0.00020360814808360287,33601086000.0
2.0,225793.0,1513372152.0,0,0.00012583541456540165,33601088633.0
1.0,153394.0,162930783.0,2,0.0006664329727955477,33601100080.0
1.0,91672.0,363047534.0,0,2.2527133224261145e-05,33601100578.0
1.0,32643.0,319381145.0,0,0.00017282697458107708,33601100665.0
1.0,56488.0,719744746.0,0,0.0001965506302624539,33601100684.0
3.0,263117.0,1604259396.25,0,0.00011102250523107266,33601101581.0
1.0,88729.0,376686401.0,0,3.9482637865241535e-05,33601110813.0
1.0,81430.0,828026723.0,0,0.00017669177318189503,33601111421.0
1.0,113542.0,586303363.0,0,8.137658581110172e-05,33601114380.0
1.0,12921.0,406230342.0,0,0.00024322693172306763,33601121112.0
2.0,223569.0,1263455762.0,0,9.80836124750634e-05,33601121585.0
1.0,121819.0,504002250.0,0,3.333072836200108e-05,33601137075.0
1.0,154511.0,377569092.0,0,0.00013419173057490814,33601139346.0
2.0,187516.0,1294594671.0,0,0.0001301886742714081,33601142645.0
2.0,83016.0,790601498.0,0,0.00017003041430050904,33601145915.0
1.0,75801.0,667178010.0,0,0.00016141965391318634,33601146333.0
1.0,84102.0,209759849.0,0,0.0001259101930841846,33601147767.0
1.0,86399.0,440278475.0,0,7.879684655103115e-05,33601150959.0
1.0,227160.0,719654870.0,0,4.061728686266815e-05,33601152175.0
1.0,177993.0,851777918.0,0,6.606757130255073e-05,33601152653.0
2.0,135147.0,762971339.0,0,9.790153853184143e-05,33601152662.0
1.0,86400.0,82067439.0,2,0.0007777582731233914,33601153325.0
1.0,27021.0,523503990.0,0,0.00022341835662998807,33601154516.0
1.0,38416.0,610241599.0,0,0.0002120818936866578,33601154993.0
1.0,96870.0,380986673.0,0,2.0773151342048647e-05,33601155426.0
1.0,146776.0,822215574.0,0,9.65212165837614e-05,33601156897.0
1.0,36134.0,800846811.0,0,0.0002299142693560632,33601157456.0
1.0,86399.0,584681777.0,0,0.00012726302890938933,33601159679.0
2.0,305902.0,1084507475.0,0,7.03135098121941e-06,33601160415.0
1.0,268407.0,903544558.0,0,2.2026038398307705e-05,33601162249.0
1.0,97413.0,177275410.0,2,0.0002744668489137098,33601165886.0
1.0,22279.0,299190812.0,0,0.00020056982423663445,33601167084.0
1.0,153537.0,475918445.0,0,4.757797612291005e-05,33601168767.0
1.0,96830.0,741591222.0,0,0.00014446342514769727,33601171014.0
1.0,124010.0,553241501.0,0,5.088235453656588e-05,33601173078.0
1.0,17723.0,392195687.0,0,0.00022984483319311486,33601177555.0
3.0,133785.0,1589874262.0,0,0.00019088584570989598,33601180416.0
1.0,19824.0,827748554.0,0,0.0002510847071688281,33601181017.0
1.0,38870.0,534331423.0,0,0.00020228889565722803,33601181504.0
1.0,26482.0,756680328.0,0,0.00024003640328561408,33601182119.0
2.0,263235.0,954616231.0,0,7.154885300650596e-07,33601182120.0
1.0,104808.0,787705056.0,0,0.0001419791330085264,33601183595.0
2.0,44857.0,1411749025.0,0,0.00024325994811313323,33601184331.0
1.0,55742.0,615411712.0,0,0.0001844572480210058,33601190313.0
2.0,60455.0,1593788012.0,0,0.00023710236506381373,33601192287.0
1.0,126825.0,205434854.0,2,0.0003423149018061006,33601193699.0
1.0,35999.0,251747623.0,0,0.00013203762580898677,33601193938.0
1.0,124862.0,396220624.0,0,4.009848902497534e-05,33601195287.0
1.0,92864.0,578357828.0,0,0.00011446905354862649,33601195926.0
1.0,92873.0,311497910.0,0,2.3115656542361413e-05,33601197336.0
1.0,97644.0,642643911.0,0,0.0001230929458237991,33601197692.0
1.0,57947.0,699222101.0,0,0.0001921604849612586,33601198480.0
2.0,48465.0,1126198437.0,0,0.00023199985268312516,33601205909.0
1.0,103359.0,704296528.0,0,0.000128279063214885,33601208807.0
1.0,151579.0,903438457.0,0,0.00010725390492354468,33601209114.0
2.0,201932.0,994865033.0,0,7.20597468914653e-05,33601212056.0
1.0,16778.0,680465109.0,0,0.00025037734439006706,33601214940.0
1.0,58646.0,244515262.0,0,3.5188042310583235e-05,33601219035.0
1.0,31416.0,487817858.0,0,0.0002106329232522661,33601220346.0
1.0,158946.0,363426291.0,2,0.00016232012106386692,33601222513.0
1.0,17281.0,93126515.0,0,8.946924660573108e-05,33601224036.0
2.0,28885.0,877939510.0,0,0.00024213310937633046,33601224236.0
1.0,105309.0,832513137.0,0,0.0001485387093044331,33601224765.0
1.0,86399.0,865482964.0,0,0.0001752065102686045,33601226817.0
3.0,179066.0,1523764879.0,0,0.00015751850491637476,33601231383.0
2.0,64197.0,413858392.0,0,0.00011991573489359687,33601233494.0
1.0,168200.0,379137921.0,2,0.00016860398953617622,33601236188.0
1.0,85670.0,546265833.0,0,0.00011820560474831026,33601240612.0
1.0,129298.0,110823269.0,2,0.0008916698711712519,33601241477.0
3.0,322904.0,1476088179.0,0,5.62774336890609e-05,33601247220.0
1.0,30651.0,850022647.0,0,0.00023897496998170794,33601247626.0
2.0,83965.0,632744673.0,0,0.0001423343555010958,33601250979.0
1.0,260803.0,785531969.0,0,5.697410704995088e-05,33601251502.0
2.0,322904.0,782198975.0,0,0.00013778164404492307,33601252842.0
1.0,54401.0,408004436.0,0,0.00014169967561235153,33601260742.0
2.0,322904.0,1265959811.0,0,1.996746425732133e-05,33601262575.0
2.0,191237.0,521487633.0,0,9.168032639553517e-05,33601263919.0
2.0,266805.0,657020868.0,0,0.0001310489599872135,33601265927.0
1.0,168731.0,717499703.0,0,3.986875921943891e-05,33601267007.0
1.0,56079.0,395885422.0,0,0.00013337938822003168,33601269363.0
2.0,69868.0,478692120.0,0,0.00012907798388321775,33601270243.0
3.5,322904.0,1604259396.25,0,7.375484214726621e-05,33601270437.0
2.0,200889.0,540815566.0,0,9.642162712189096e-05,33601270534.0
1.0,105271.0,274050935.0,0,0.00010909529373263332,33601270786.0
2.0,146202.0,945337731.0,0,0.00012037817137377484,33601271397.0
1.0,134329.0,337566027.0,0,0.0001228999704172492,33601272761.0
2.0,265113.0,897087551.0,0,2.0492317748464062e-05,33601273162.0
1.0,86399.0,839343732.0,0,0.00017209763617037516,33601274467.0
1.0,254135.0,113076568.0,1,0.001972421324442676,33601275704.0
1.0,86338.0,781258236.0,0,0.00016452253475788322,33601276954.0
1.0,86399.0,309108019.0,0,4.476689272197833e-06,33601277255.0
1.0,106011.0,295017796.0,0,8.430362004491153e-05,33601277922.0
2.0,208438.0,1155571633.0,0,9.465748159550554e-05,33601278242.0
1.0,86400.0,502646416.0,0,0.00010314379751868809,33601279047.0
3.5,322904.0,1604259396.25,0,7.375484214726621e-05,33601280078.0
1.0,245534.0,585267384.0,2,0.0001444904535957077,33601282028.0
1.0,70250.0,116225709.0,2,0.00032939328845343554,33601284498.0
2.0,90305.0,900663626.0,0,0.0001747690524877085,33601291883.0
2.0,198481.0,1309828860.0,0,0.00012350200115713753,33601291927.0
2.0,34850.0,1078981223.0,0,0.0002427350228389035,33601293747.0
2.0,78110.0,539408988.0,0,0.00013022737620471488,33601298492.0
1.0,322904.0,384279837.0,2,0.0005652492679855276,33601300481.0
1.0,84319.0,139978005.0,2,0.0003273391242459396,33601300905.0
1.0,95234.0,369139374.0,0,1.7044736726086693e-05,33601301311.0
1.0,170212.0,674308866.0,0,2.2609626208400665e-05,33601301821.0
1.0,71534.0,461662229.0,0,0.00012008522826182108,33601303618.0
1.0,100276.0,507047442.0,0,7.726948033916499e-05,33601303858.0
2.0,147000.0,1045321374.0,0,0.00013440740180750956,33601304615.0
1.0,86399.0,320798954.0,0,5.709566148593174e-06,33601305514.0
1.0,61045.0,132412641.0,2,0.00018598689579776752,33601307442.0
1.0,83808.0,898950713.0,0,0.00018180531674970532,33601309793.0
2.0,46871.0,1502292101.0,0,0.00024383435086066275,33601312811.0
1.0,86399.0,320207032.0,0,5.211711749930328e-06,33601312891.0
1.0,25171.0,609992455.0,0,0.00023376956427240085,33601313822.0
1.0,65433.0,297541759.0,0,5.5122022736642774e-05,33601317710.0
1.0,86269.0,631014976.0,0,0.00013831934673002214,33601319229.0
1.0,86399.0,734820647.0,0,0.00015745565902389828,33601328063.0
2.0,322904.0,837073653.0,0,0.00011071936192254091,33601330095.0
2.0,78511.0,777494970.0,0,0.0001740545781596919,33601330951.0
1.0,253353.0,657697139.0,0,0.00011017822909736193,33601333913.0
2.0,247160.0,930514905.0,0,9.417628185186284e-06,33601337151.0
1.0,178077.0,884850752.0,0,7.378312410289976e-05,33601340380.0
1.0,180052.0,135076751.0,1,0.0010579258470125596,33601341116.0
2.0,68638.0,1341815131.0,0,0.00022388091208949562,33601343095.0
1.0,142702.0,341810587.0,2,0.00014245449740576754,33601343667.0
1.0,18650.0,97809692.0,0,8.435761153547076e-05,33601346281.0
3.0,322904.0,1422400876.0,0,4.802065601620997e-05,33601351171.0
1.0,108503.0,729772357.0,0,0.0001263533992821203,33601351282.0
2.0,24776.0,755379637.0,0,0.000242234607577318,33601353061.0
1.0,154997.0,364327295.0,2,0.00015039936468603637,33601355962.0
1.0,252055.0,305731650.0,2,0.0005493979413505749,33601357127.0
1.0,76584.0,408551523.0,0,8.758152199266539e-05,33601360181.0
1.0,56458.0,136720948.0,0,0.00013790927034055002,33601360834.0
1.0,49206.0,330681151.0,0,0.00012623206065583468,33601362104.0
1.0,86114.0,209196781.0,0,0.0001366071000713618,33601362210.0
1.0,21034.0,671374845.0,0,0.00024370426807830448,33601363187.0
2.0,106874.0,1074274542.0,0,0.00017554919849026908,33601363518.0
1.0,126703.0,834319685.0,0,0.0001231701604869881,33601364523.0
1.0,86522.0,773224633.0,0,0.0001631363852651839,33601364772.0
2.0,213916.0,767901353.0,0,3.5382178915346252e-06,33601371877.0
1.0,108792.0,538496574.0,0,7.30048720218765e-05,33601372292.0
1.0,85527.0,252699578.0,0,6.341925188472487e-05,33601372449.0
1.0,29177.0,406348602.0,0,0.00020323112949408807,33601380234.0
3.0,322904.0,1604259396.25,0,7.375484214726621e-05,33601382126.0
2.0,169162.0,1175815353.0,0,0.00013116618336832234,33601387862.0
3.0,322904.0,1344887649.0,0,3.4936632824118234e-05,33601388519.0
1.0,42457.0,756735963.0,0,0.00021892857504194604,33601390589.0
1.0,122338.0,466891851.0,0,1.3007591392773742e-05,33601391067.0
1.0,178899.0,795750444.0,0,5.021604213892954e-05,33601392786.0
1.0,224602.0,439914119.0,2,0.00023552468868282334,33601405938.0
1.0,139855.0,749940716.0,0,8.854593728395555e-05,33601410728.0
1.0,244600.0,869424691.0,0,6.301438381547573e-06,33601411182.0
1.0,90486.0,834312543.0,0,0.00016657825115496663,33601411727.0
1.0,81945.0,340299924.0,0,3.423172802571184e-05,33601420682.0
1.0,57521.0,198859629.0,0,1.4220264086258157e-05,33601422923.0
1.0,86399.0,719585133.0,0,0.00015496621506236834,33601424222.0
3.0,302096.0,1604259396.25,0,8.672531309945711e-05,33601426355.0
1.0,7898.0,611700074.0,0,0.00026212245278951936,33601430444.0
1.0,78345.0,575521301.0,0,0.00013890525258499726,33601434581.0
2.0,308979.0,887477527.0,0,7.312014298121463e-05,33601435576.0
1.0,94356.0,752154443.0,0,0.00014958637039964927,33601437007.0
1.0,95536.0,644440869.0,0,0.00012678767122082198,33601437651.0
1.0,322904.0,839055617.0,0,0.00010980815927836767,33601440328.0
1.0,13853.0,122950839.0,0,0.0001623629610821151,33601441500.0
1.0,23032.0,911646172.0,0,0.00024976982153662844,33601442164.0
1.0,86399.0,229362571.0,0,0.00010165777322913459,33601442384.0
2.0,96275.0,1245717733.0,0,0.0001977492463363378,33601444267.0
1.0,19270.0,113531583.0,0,0.00010530150718049324,33601445219.0
1.0,22038.0,372915320.0,0,0.00021593748323034506,33601446659.0
1.0,97573.0,614294423.0,0,0.00011619649514637839,33601446891.0
1.0,153531.0,911876664.0,0,0.00010666584621531829,33601452051.0
1.0,175434.0,533923475.0,0,5.354115469910947e-05,33601452176.0
1.0,160888.0,239270295.0,2,0.0003973769765963487,33601452818.0
1.0,13968.0,206499513.0,0,0.00020739220361074167,33601454898.0
3.5,322904.0,1604259396.25,0,7.375484214726621e-05,33601455942.0
2.0,322904.0,1491254882.0,0,5.850228241313831e-05,33601461301.0
1.0,130810.0,728558374.0,0,9.548765712443167e-05,33601472860.0
1.0,86399.0,647412744.0,0,0.00014158127782680776,33601473101.0
2.0,47157.0,816830960.0,0,0.00021730235820273446,33601473815.0
1.0,154767.0,628441626.0,0,2.876292948406429e-05,33601473844.0
1.0,86399.0,258506293.0,0,5.9189949194062636e-05,33601475725.0
1.0,47730.0,208369604.0,0,4.5969893904907445e-05,33601478390.0
1.0,63029.0,608218821.0,0,0.00017140518752025723,33601480020.0
1.0,94427.0,920784504.0,0,0.00017248341349267063,33601480690.0
1.0,34694.0,116841488.0,0,2.1898180389102177e-05,33601481713.0
1.0,307045.0,663408799.0,2,0.00018779521132961485,33601490353.0
1.0,70695.0,141736598.0,2,0.00022374326451931448,33601490499.0
3.0,322904.0,1516223538.0,0,6.206805250909287e-05,33601492395.0
1.0,91971.0,325336012.0,0,7.66139982135916e-06,33601492822.0
1.0,93748.0,225751000.0,2,0.00014023765944068295,33601492826.0
3.0,322904.0,1464454791.0,0,5.453966780061169e-05,33601492922.0
1.0,129474.0,821022701.0,0,0.00011733556971440181,33601493120.0
2.0,184529.0,928795438.0,0,7.63584027134348e-05,33601495885.0
2.0,203402.0,672715105.0,0,2.7325776050012525e-05,33601515588.0
2.0,245837.0,1604259396.25,0,0.00012179382996069737,33601546226.0
2.0,160301.0,1486021974.0,0,0.00016716144611039332,33601591826.0
1.0,166463.0,139901474.0,2,0.0009148241968250777,33601592050.0
1.0,88506.0,188330223.0,2,0.0001949170795507936,33601599283.0
1.0,29948.0,650378848.0,0,0.00022898700150889175,33601630499.0
1.0,18912.0,668164753.0,0,0.0002467296126341573,33601634400.0
1.0,135178.0,764300199.0,0,9.816895229436898e-05,33601635229.0
1.0,166134.0,174653240.0,2,0.0006761876658875608,33601637227.0
2.0,52165.0,1193701021.0,0,0.0002313337871203806,33601638892.0
1.0,145241.0,489831919.0,0,2.1477892987390587e-05,33601640509.0
1.0,98472.0,588938487.0,0,0.00010783148928305418,33601640633.0
2.0,86799.0,1187412509.0,0,0.000201934728844073,33601643040.0
1.0,219223.0,424622407.0,2,0.00024124345606696445,33601645914.0
1.0,40263.0,390112090.0,0,0.00017182521122085888,33601649904.0
1.0,38503.0,339616950.0,0,0.0001616621659011725,33601712373.0
1.0,52478.0,900610946.0,0,0.0002167646758224486,33601712551.0
2.0,120298.0,1587337140.0,0,0.0001992479667734827,33601713789.0
1.0,176022.0,178330679.0,2,0.0007120195981296919,33601714799.0
1.0,127918.0,334691441.0,0,0.00010716277741011183,33601717042.0
2.0,82590.0,1315473749.0,0,0.0002122505446817693,33601718622.0
2.0,176459.0,1335339310.0,0,0.00014288857110856832,33601719194.0
1.0,86780.0,437461975.0,0,7.666248539032218e-05,33601720129.0
2.0,293781.0,891842854.0,0,5.437490788046871e-05,33601722690.0
1.0,45168.0,346317918.0,0,0.0001446104963058357,33601723199.0
2.0,102294.0,838494582.0,0,0.00015303679933928262,33601726215.0
1.0,86149.0,636078842.0,0,0.00013959639720492886,33601728581.0
2.0,146442.0,921079874.0,0,0.00011604454193626255,33601728908.0
1.0,15573.0,770545876.0,0,0.00025482366161810356,33601730392.0
1.0,41563.0,243883884.0,0,0.00010461274651648583,33601732748.0
1.0,17357.0,868143871.0,0,0.0002550407790320313,33601736678.0
2.0,91605.0,1307441490.0,0,0.00020496968875704057,33601744371.0
1.0,84530.0,373583831.0,0,4.8766190649998007e-05,33601744789.0
1.0,23924.0,638700866.0,0,0.00023757672482873406,33601746755.0
1.0,49652.0,77619160.0,2,0.0003646533182189319,33601750273.0
2.0,41658.0,1147058634.0,0,0.00023871677231209604,33601751417.0
1.0,164069.0,223473111.0,2,0.00045914366756392603,33601754045.0
2.0,276398.0,1505997167.0,0,9.150245764859035e-05,33601756502.0
1.0,187471.0,690936319.0,0,3.705104138507796e-06,33601759499.0
1.0,80316.0,352702690.0,0,4.731814289206302e-05,33601761539.0
1.0,21338.0,658536457.0,0,0.0002426318547172307,33601763446.0
3.0,70315.0,1604259396.25,0,0.00023120381541624906,33601768566.0
1.0,23792.0,853181352.0,0,0.00024714779246803745,33601769835.0
3.0,144628.0,1604259396.25,0,0.00018488150650841637,33601772244.0
3.5,264051.0,1604259396.25,0,0.0001104403042634183,33601772284.0
1.0,176137.0,839680355.0,0,6.52672850511077e-05,33601772883.0
1.0,305195.0,270329964.0,2,0.0008539376319406323,33601776381.0
2.0,78044.0,318255709.0,0,2.980981859165763e-05,33601776518.0
2.0,237126.0,1422684625.0,0,0.00010835898349242236,33601776753.0
1.0,35546.0,291004709.0,0,0.0001528847842756867,33601777397.0
1.0,259201.0,504967943.0,2,0.00023826783507190262,33601782461.0
1.0,98475.0,303815914.0,0,4.909317308359877e-05,33601786477.0
2.0,169132.0,1132035517.0,0,0.00012562880467068617,33601789532.0
1.0,74955.0,312344192.0,0,3.505836637318757e-05,33601790898.0
1.0,171136.0,189216613.0,2,0.0006294106298316192,33601792898.0
1.0,38070.0,260723899.0,0,0.0001290174767395768,33601795871.0
2.0,169838.0,756846030.0,0,5.063169979102032e-05,33601796381.0
1.0,61154.0,400801226.0,0,0.0001224546370342536,33601797511.0
1.0,58191.0,637760757.0,0,0.0001837913305147539,33601798337.0
1.0,23187.0,661774305.0,0,0.0002399963840982442,33601807177.0
2.0,254065.0,1273499859.0,0,7.553261693029452e-05,33601811291.0
1.0,65381.0,674162584.0,0,0.00017805295251031812,33601813096.0
1.0,165473.0,292814323.0,2,0.00029007831253585287,33601814229.0
1.0,111147.0,572663644.0,0,8.094625881553305e-05,33601814847.0
1.0,28197.0,665641241.0,0,0.00023267335275603497,33601820084.0
1.0,99614.0,148093459.0,2,0.0003976086933956172,33601824800.0
1.0,130393.0,503347831.0,0,1.598253564905724e-05,33601826191.0
1.0,12670.0,66544152.0,0,8.463411134082636e-05,33601827854.0
2.0,322904.0,1439800734.0,0,5.076409117046571e-05,33601828791.0
1.0,86399.0,684377450.0,0,0.0001487893484662807,33601828851.0
1.0,134931.0,199615689.0,2,0.00040091976709685534,33601830371.0
1.0,99068.0,380878947.0,0,1.4930372365653161e-05,33601834757.0
1.0,127884.0,322797185.0,0,0.00012114042811398138,33601835747.0
2.0,292303.0,947667251.0,0,3.341074283688186e-05,33601836991.0
1.0,85325.0,302908850.0,0,6.6513866404968875e-06,33601839036.0
1.0,148750.0,378989988.0,0,0.00011745654883941542,33601840408.0
1.0,140448.0,515268402.0,0,2.4615121687474534e-06,33601845118.0
2.0,62734.0,460944937.0,0,0.00013893532452590417,33601846689.0
1.0,205093.0,775219388.0,0,1.0472771008797968e-05,33601858995.0
1.0,159678.0,203202202.0,2,0.0005107742363992099,33601860268.0
1.0,85747.0,777362628.0,0,0.00016472899043681478,33601860726.0
2.0,81912.0,1604259396.25,0,0.00022397493461747556,33601865477.0
3.0,141133.0,1432739669.0,0,0.00017652832634639323,33601866208.0
1.0,197741.0,388110340.0,2,0.00023446280675269813,33601869193.0
1.0,53083.0,844327131.0,0,0.0002121638280562069,33601869352.0
1.0,95152.0,512409371.0,0,8.933873416533339e-05,33601869481.0
1.0,210269.0,189637856.0,2,0.0008337578403886721,33601880115.0
1.0,86399.0,549544496.0,0,0.00011781471287912398,33601904884.0
1.0,99252.0,792132617.0,0,0.00014973680899178212,33601907690.0
1.0,62667.0,244159764.0,0,1.8370107159516136e-05,33601909453.0
2.0,209542.0,487887892.0,2,0.00015445397421664053,33601909718.0
2.0,101646.0,1402001132.0,0,0.00020253335508528148,33601911675.0
1.0,102581.0,539596039.0,0,8.49269828276565e-05,33601912417.0
1.0,139872.0,379181523.0,0,9.38447076548711e-05,33601914036.0
2.0,322904.0,847371705.0,0,0.00010603132679354558,33601914572.0
2.0,322904.0,539049198.0,2,0.00032399101735470327,33601914719.0
1.0,174484.0,681995370.0,0,1.9190633292601246e-05,33601915809.0
2.0,228696.0,1029291793.0,0,5.284628907750466e-05,33601918631.0
1.0,179289.0,742739844.0,0,3.3645322257218e-05,33601921376.0
1.0,39403.0,122104573.0,0,4.766478409493305e-05,33601921901.0
1.0,66867.0,424197423.0,0,0.0001174022182499094,33601925166.0
1.0,8420.0,494657434.0,0,0.00025801212821456517,33601926151.0
2.0,186012.0,1402429432.0,0,0.00014239845949492,33601926912.0
1.0,127639.0,517203228.0,0,2.8247076021840857e-05,33601929332.0
1.0,146607.0,781831444.0,0,8.751661224821284e-05,33601931467.0
3.5,322904.0,1604259396.25,0,7.375484214726621e-05,33601932873.0
1.0,72396.0,790356298.0,0,0.00018343481527363395,33601936962.0
1.0,190979.0,633009481.0,0,2.6666045343850143e-05,33601941280.0
1.0,168158.0,413999952.0,0,0.00013114475860842364,33601941304.0
1.0,86399.0,816781377.0,0,0.00016925417445215227,33601941584.0
1.0,101637.0,195907652.0,2,0.00024376650533272905,33601948360.0
3.0,322904.0,885282187.0,0,8.971294866493396e-05,33601949161.0
2.0,136896.0,710018289.0,0,8.222771091751107e-05,33601949255.0
1.0,100857.0,553308450.0,0,9.275412746069198e-05,33601950712.0
1.0,90092.0,94942554.0,2,0.0006738763360300841,33601950897.0
1.0,114977.0,677487090.0,0,0.00010532302802829212,33601951484.0
1.0,322904.0,126495007.0,1,0.0022776614994206618,33601953415.0
1.0,107837.0,183613054.0,2,0.0003122716584134562,33601953556.0
1.0,80392.0,448139447.0,0,9.564342089057754e-05,33601956960.0
1.0,19912.0,376853626.0,0,0.00022219651824625155,33601958463.0
1.0,23393.0,692601647.0,0,0.00024125846139056738,33601959641.0
1.0,123319.0,756592331.0,0,0.0001120413469606177,33601960082.0
1.0,184723.0,867555902.0,0,6.211055938099245e-05,33601962666.0
1.0,16137.0,312002528.0,0,0.00022331327439069606,33601962697.0
1.0,86400.0,815581373.0,0,0.00016909730901021889,33601964267.0
1.0,160277.0,916331296.0,0,0.0001001223824084731,33601964482.0
2.0,122763.0,1063869002.0,0,0.00015964104356024655,33601964525.0
1.0,124981.0,690246309.0,0,9.396676206886597e-05,33601966123.0
2.0,202953.0,981478642.0,0,6.825111259012862e-05,33601973059.0
1.0,23051.0,143723332.0,0,0.00011464947467115846,33601974265.0
1.0,86376.0,577273628.0,0,0.00012540652773223955,33601977723.0
1.0,108785.0,393708678.0,0,1.2743324598075717e-06,33601983313.0
1.0,104930.0,336013897.0,0,3.724472880089797e-05,33601984328.0
1.0,86354.0,634033380.0,0,0.0001388361340117856,33601991490.0
2.0,174344.0,1202959160.0,0,0.00013010473450826752,33601995311.0
1.0,64915.0,777082556.0,0,0.00019149719692153233,33601996198.0
1.0,51373.0,603521757.0,0,0.00018991197483161606,33601998451.0
2.0,192087.0,1345489442.0,0,0.00013227034850133053,33601999009.0
1.0,60700.0,450015688.0,0,0.00014014982397087772,33601999297.0
1.0,34841.0,318153952.0,0,0.00016552413355409493,33602009419.0
1.0,27302.0,852740498.0,0,0.0002430172348489619,33602030025.0
1.0,123597.0,205925520.0,2,0.0003251683587307109,33602030494.0
2.0,86613.0,1417655965.0,0,0.0002139380859752534,33602033337.0
1.0,271748.0,671384827.0,0,0.00012972340137689197,33602040916.0
1.0,175969.0,168819097.0,2,0.0007673180475230854,33602044440.0
2.0,69870.0,937975767.0,0,0.0002005438119671834,33602044871.0
1.0,244997.0,133764933.0,1,0.0015565125659881883,33602054186.0
1.0,86399.0,794710195.0,0,0.0001663163910519148,33602062597.0
1.0,162500.0,619854706.0,0,1.2875806173615042e-05,33602063065.0
1.0,118044.0,785778788.0,0,0.00012480852490480703,33602067159.0
1.0,114735.0,652511212.0,0,9.919795229215075e-05,33602067606.0
3.5,322904.0,1604259396.25,0,7.375484214726621e-05,33602071541.0
1.0,146257.0,209265618.0,2,0.0004238718920403151,33602071841.0
1.0,182148.0,490814508.0,0,9.60796975086294e-05,33602072101.0
2.0,161905.0,1215877287.0,0,0.0001418750133279412,33602074737.0
1.0,27190.0,120235970.0,0,4.8895361443101725e-05,33602076266.0
2.0,34737.0,935264811.0,0,0.00023789265697402194,33602077356.0
1.0,67515.0,820110302.0,0,0.00019270971722714362,33602078457.0
2.0,322904.0,1033180705.0,0,3.7499883127410544e-05,33602079739.0
